,name,Age,Dribbling / Reflexes,Passing / Kicking,Shooting / Handling,International reputation,Total mentality,Shot power,Total power,Ball control,Finishing,Log Market Value
1832,23 J. Murillo CB,30,62,57,40,2,299,68,309,63,37,13.9108207377686
1833,L. Kurzawa LB,30,74,70,62,2,336,69,322,77,62,14.508657738524219
1834,E. Martínez GK,30,85,83,82,3,170,62,265,38,16,17.622173047734595
1835,M. Elyounoussi LW RW CM,28,75,69,70,1,333,71,355,75,73,14.690979295318174
1836,A. Florenzi RB RM,32,78,78,76,3,364,82,341,81,71,15.176487111099874
1837,23 L. Andersen LW ST,27,72,69,65,1,279,67,322,73,64,14.346138809026444
1838,M. Niang ST LW,28,70,65,73,2,296,83,362,71,70,14.690979295318174
1840,K. Zouma CB,28,56,61,51,2,330,63,352,62,47,16.61887093887081
1841,Iñigo Martínez CB,32,61,67,56,2,315,81,393,74,42,16.811242831518264
1842,P. Gazzaniga GK,31,81,79,80,1,178,59,241,31,12,16.213405830762646
1843,Denis Suárez CM LM CAM,29,77,77,70,2,332,74,314,79,69,15.520258650202699
1844,A. Lozano ST LM,30,69,65,72,1,301,75,372,68,70,14.648419680899378
1845,S. Umtiti CB,29,64,68,62,3,325,83,372,67,51,16.300417207752275
1846,L. Ocampos RW LW,28,81,77,80,2,388,83,419,82,80,16.860032995687696
1847,S. Haller ST,29,76,63,80,3,347,85,397,81,83,17.054189010128656
1848,B. Davies CB LB LWB,30,72,72,58,2,335,65,332,76,58,15.955576721460545
1849,23 J. Lingard CAM ST,29,77,72,74,2,343,76,347,76,72,15.520258650202699
1850,William Carvalho CDM CAM,31,76,78,68,2,372,75,390,81,66,16.70588231586044
1851,J. Veltman RB CB,31,71,68,49,2,312,60,323,74,50,16.11809565095832
1852,M. Frey ST,28,63,61,73,1,335,79,411,70,72,14.690979295318174
1853,L. Kübler RB CB LB,30,68,60,47,2,299,56,320,69,44,15.096444403426338
1854,Clinton Mata RB CB,30,73,68,61,1,327,78,386,72,53,15.687312734865866
1855,Lucas Vázquez RB,32,80,80,73,2,362,80,374,79,72,16.70588231586044
1856,S. Mané LM RM CF,31,87,79,83,4,353,85,397,86,85,17.84975119611667
1857,F. Schär CB,31,73,76,68,2,374,80,385,77,60,16.860032995687696
1858,Samu Castillejo RW RM CAM,28,80,73,67,2,322,72,317,79,63,15.520258650202699
1859,T. Zidane CM CAM CDM,21,66,62,63,1,278,62,319,67,64,14.151982794585487
1860,W. Cheddira ST,25,68,64,71,1,298,70,381,69,73,15.068273526459642
1861,A. Diouf CM CDM,20,74,70,66,1,344,74,371,74,63,15.687312734865866
1862,L. Semić RB RW,19,63,50,38,1,238,43,266,61,39,13.710150042306449
1863,B. Amione CB,21,49,52,36,1,246,56,322,59,31,15.009433026436708
1864,O. Moxon CM,25,66,67,58,1,317,62,354,66,57,14.151982794585487
1865,D. Coppola CB,19,51,55,40,1,272,59,293,54,36,15.150511624696614
1866,J. Gauto LM RM ST,19,71,67,65,1,247,73,349,64,61,15.201804919084164
1867,J. Heekeren GK,22,65,63,61,1,109,47,222,18,12,13.737549016494562
1868,M. Wenig CAM CM,19,61,63,58,1,255,60,287,64,57,13.815510557964274
1869,M. Joseph ST,19,64,46,63,1,231,64,309,63,66,14.22097566607244
1870,D. Gyabi CDM CM,19,65,60,47,1,293,67,306,69,39,13.997832114758229
1871,G. Rukavina LW LM RW,19,72,51,55,1,235,54,277,69,57,14.403297222866392
1872,R. Andrews RB RWB,18,66,53,39,1,255,58,258,61,33,14.28551418721001
1873,D. Luna LM,19,72,56,56,1,243,53,320,69,58,14.22097566607244
1874,A. Murphy CB LB,19,55,53,34,1,255,47,273,56,29,13.997832114758229
1875,A. Amenda CB,19,47,51,27,1,253,42,284,56,23,14.557447902693651
1876,D. Kameri CAM CM,19,70,63,66,1,286,74,344,71,61,14.690979295318174
1877,J. N'Duquidi CDM,18,65,60,47,1,296,62,307,65,37,13.997832114758229
1878,S. Sané CF LM RM,20,65,57,57,1,250,62,291,64,59,13.592367006650065
1879,M. Berisha CM,19,58,59,47,1,275,59,289,63,44,13.345506928718539
1880,K. Ortiz CDM CM,22,63,61,51,1,302,55,321,65,51,15.03928598958639
1881,D. Beljo ST,21,68,49,72,1,271,77,370,73,73,15.520258650202699
1882,L. D'Andrea RM RW,18,73,64,58,1,253,65,284,71,58,14.845129975145433
1883,Fábio Jaló ST RW CAM,17,55,44,56,1,219,54,277,54,57,13.17115354157376
1884,V. Carboni CAM ST,18,61,65,49,1,249,62,258,64,45,13.560618308335483
1885,C. Mawissa CB LB RB,18,52,49,29,1,233,43,260,58,26,14.151982794585487
1886,S. Kozuki RM LM,22,70,60,52,1,261,53,259,68,55,14.28551418721001
1887,R. Květ CM CDM,25,70,70,72,1,326,80,377,71,71,14.403297222866392
1888,W. Odefalk LW ST,18,62,56,56,1,279,58,287,62,57,13.422467969854667
1889,M. Abaldo RM CAM,19,69,63,61,1,231,57,291,69,64,14.508657738524219
1890,A. Duarte LW CAM,19,73,58,66,1,239,65,326,71,68,15.009433026436708
1891,R. Durosinmi ST,20,71,60,71,1,304,73,382,74,72,15.955576721460545
1892,Matheus Martins LW,19,71,65,70,1,277,75,325,73,67,15.009433026436708
1893,G. Gheorghe CAM LM CM,16,63,51,43,1,243,50,239,63,41,13.17115354157376
1894,V. Djukanović LW ST,19,69,56,66,1,235,68,308,68,68,14.508657738524219
1895,G. Gineitis CM CDM,19,59,58,53,1,280,58,326,61,44,13.652991628466498
1896,L. Lavallée GK,20,64,59,61,1,90,44,188,16,7,13.815510557964274
1897,M. Perković CB LB,20,60,52,30,1,253,46,297,62,21,14.648419680899378
1898,E. González RW RM,18,70,58,48,1,229,46,221,66,51,14.077874822431765
1899,M. Rots LB CB,17,56,42,33,1,232,30,224,48,32,13.071070083016778
1900,D. Downs ST CF,18,58,51,62,1,234,64,305,60,65,13.9108207377686
1901,R. Vermant ST CF,19,63,55,66,1,256,66,329,64,69,14.346138809026444
1902,Aleix Garrido CM CAM,19,68,62,57,1,278,49,257,67,60,14.346138809026444
1903,G. Doué RB CB,20,60,53,33,1,246,60,301,63,23,14.508657738524219
1904,B. Parkinson RW ST,18,58,50,57,1,221,60,282,57,59,13.017002861746503
1905,M. Hansen CDM CB,19,56,55,37,1,252,51,284,60,33,14.077874822431765
1906,D. Veroli CB LB,20,60,53,44,1,259,65,327,62,33,14.648419680899378
1907,A. Irimia CM,17,62,56,47,1,265,48,225,61,47,13.122363377404328
1908,N. Girma CF CAM,21,59,59,59,1,267,55,304,61,63,13.17115354157376
1909,A. Bellaarouch GK,21,64,59,58,1,83,44,193,21,6,13.652991628466498
1910,J. Simić CB RB CDM,18,42,40,28,1,219,28,236,54,31,13.815510557964274
1911,Jefté LB LWB LM,19,62,57,44,1,254,57,300,56,43,14.077874822431765
1912,F. Esposito ST,18,57,44,65,1,229,65,324,56,68,13.815510557964274
1913,K. Anderson CM,18,63,58,52,1,265,61,316,62,47,13.345506928718539
1914,L. Sauer LW CAM,17,70,60,58,1,231,64,274,68,58,14.403297222866392
1915,Óscar Aranda LM RM,21,72,61,59,1,252,67,281,72,61,14.73180128983843
1916,Y. Konak CDM CM,17,54,54,43,1,260,51,256,56,41,13.560618308335483
1917,F. Alessio ST,18,55,48,62,1,205,61,322,60,67,13.623138665316818
1918,S. Sazonov CB,21,61,58,40,1,285,70,328,65,31,16.300417207752275
1919,S. Leković CB,19,49,51,55,1,280,63,327,60,55,14.28551418721001
1920,J. Adamu ST,22,70,52,69,1,270,72,359,66,69,15.096444403426338
1921,R. Edwards CB,20,60,51,35,1,268,56,299,57,28,14.808762330974558
1922,B. Arrey-Mbi CB,20,57,47,29,1,251,38,279,58,25,14.880221294956703
1923,E. Dinkçi RM,21,73,63,71,1,270,68,328,74,74,15.150511624696614
1924,N. Abbey CB,19,57,47,25,1,222,32,235,56,25,14.151982794585487
1925,J. Muleka RW ST,23,70,59,70,1,291,72,367,68,70,14.457364444136669
1926,E. Valeri LB LM LWB,24,70,67,63,1,316,68,315,73,60,14.557447902693651
1927,T. Arokodare ST,22,64,50,69,1,266,73,381,68,72,14.914122846632385
1928,M. Lovato CB,23,60,52,30,1,261,40,283,62,24,15.176487111099874
1929,M. Monsalve CAM LM,19,69,62,64,1,281,60,253,70,67,14.914122846632385
1930,Tiago Morais LM LW,19,72,59,67,1,232,68,296,72,70,14.77102200299171
1931,F. Mendy CB RB,22,60,56,37,1,251,40,313,69,35,15.176487111099874
1932,Nico Serrano LM CAM RM,20,75,64,65,1,227,62,287,76,70,14.946912669455374
1933,R. van den Berg CB,18,57,49,32,1,226,47,270,64,28,14.151982794585487
1934,I. Saibari CAM CM RW,21,76,71,68,1,307,74,359,78,68,16.06680235657077
1935,Terrats CM CDM RM,22,71,70,64,1,338,63,341,76,68,16.25785759333348
1936,B. Dárdai CAM,17,67,64,54,1,238,48,245,68,59,14.403297222866392
1937,T. Breithaupt CDM,21,58,60,41,1,258,47,322,64,32,15.03928598958639
1938,H. Siquet RM RB,20,70,74,59,1,322,73,348,72,51,15.424948470398375
1939,J. Zemura LWB LB LM,23,67,59,39,1,276,42,264,67,41,14.914122846632385
1940,A. Robertson CAM CDM,20,70,65,53,1,301,64,307,67,45,14.346138809026444
1941,J. Portillo LB CM CDM,23,68,65,57,1,323,65,361,68,55,15.068273526459642
1942,Jesús Vázquez LB LWB LM,20,66,65,50,1,283,66,314,63,41,15.009433026436708
1943,J. McGlynn CM,19,68,71,53,1,274,65,309,69,48,14.880221294956703
1944,J. Neal CB,19,59,49,23,1,234,35,250,65,17,14.151982794585487
1945,B. Traoré ST RM,20,73,54,65,1,259,68,333,70,68,14.73180128983843
1946,B. Norton-Cuffy RB RWB,19,69,58,39,1,281,43,299,66,34,14.648419680899378
1947,C. Wooh CB,21,61,57,45,1,289,60,325,66,42,15.03928598958639
1948,M. Uzuni ST LM RM,28,81,70,78,1,347,77,364,80,81,16.213405830762646
1949,C. Okoli CB,21,54,46,30,1,244,54,309,53,20,15.404745763080856
1950,T. Conway ST,20,65,46,64,1,235,67,311,65,69,14.557447902693651
1951,K. Mier GK,23,77,67,71,1,111,50,187,20,10,15.89495209964411
1952,L. Mbete CB,19,58,48,32,1,240,49,284,60,27,13.790192749979985
1953,A. Richardson CM CDM,21,71,68,61,1,323,63,341,73,63,15.424948470398375
1954,Turrientes CM CDM,21,67,69,51,1,313,62,278,70,43,14.914122846632385
1955,F. Kleinhansl LB,22,69,63,39,1,263,40,278,68,35,14.077874822431765
1956,O. Pohlmann CM LM CF,22,72,65,58,1,283,59,332,71,59,14.557447902693651
1957,Beñat Prados CM CB CDM,22,69,65,61,1,313,70,328,72,60,14.808762330974558
1958,V. Taborda CAM CM ST,22,69,67,69,1,300,69,341,69,72,15.096444403426338
1959,Pedro Malheiro RB RWB,22,72,63,61,1,281,68,318,76,62,15.424948470398375
1960,B. Knight RW,21,68,52,57,1,235,64,231,65,59,13.304684934198283
1961,J. Mvuka RM LM,20,74,59,57,1,262,59,269,71,60,14.946912669455374
1962,M. Viti CB,21,53,50,35,1,249,56,303,60,26,15.176487111099874
1963,J. Castrop CM RB RW,19,73,66,53,1,318,50,298,72,55,14.914122846632385
1964,J. McAtee CAM CM,20,73,66,63,1,264,66,319,76,64,15.068273526459642
1965,A. Phillips CB,18,46,49,26,1,216,34,255,48,25,13.815510557964274
1966,F. Missori RB,19,60,48,35,1,259,33,230,54,32,13.815510557964274
1967,Pubill RB RWB,20,66,61,56,1,291,70,363,67,54,15.009433026436708
1968,Geny Catamo RW RM RWB,22,77,61,62,1,265,74,277,76,62,15.250595083253597
1969,T. Hume RB CB LB,21,67,61,37,1,308,35,302,66,38,15.424948470398375
1970,J. Rowe LM RM,20,72,60,68,1,288,80,337,72,66,14.946912669455374
1971,Y. Sor RM ST,22,75,62,70,1,304,73,323,72,72,14.914122846632385
1972,Henrique Araújo ST,21,65,56,71,1,275,74,363,68,73,15.341566861459324
1973,N. Valentini CB,22,63,54,32,1,261,44,308,64,28,15.404745763080856
1974,I. Leguizamón RW LW CAM,20,69,61,61,1,263,58,282,68,64,14.880221294956703
1975,Kim Ji Soo CB,18,34,43,24,1,214,35,260,35,21,13.681979165339751
1976,T. O'Reilly CM CAM RM,19,68,62,56,1,276,62,261,71,55,13.560618308335483
1977,L. Noubi CB RB,18,64,51,21,1,227,33,282,66,15,14.346138809026444
1978,D. Gjengaar RM RW RWB,19,61,51,50,1,252,48,285,60,56,13.652991628466498
1979,A. Diouf CM CDM,20,74,70,66,1,344,74,371,74,63,15.687312734865866
1980,Bruno Costa CM CAM,26,73,72,71,1,342,74,334,74,70,14.914122846632385
1981,C. Gomes CDM CM,22,69,66,57,1,315,68,348,70,52,14.914122846632385
1982,M. Sadílek CDM CM,24,72,70,61,1,339,65,355,73,57,15.60727002719233
1983,M. Kumbulla CB,23,56,53,32,1,256,50,302,60,26,15.761420707019587
1984,Valery RM LM LWB,23,74,68,65,1,322,67,339,73,69,15.687312734865866
1985,B. Méndez CB RB,23,48,47,27,1,232,37,297,55,25,15.404745763080856
1986,23 L. Orellano RW,22,78,63,68,1,248,78,346,77,65,15.60727002719233
1987,M. Daramy LW ST,21,76,65,64,1,272,66,346,74,67,15.761420707019587
1988,22 Fidalgo CAM CDM CM,24,77,71,65,1,319,65,334,77,65,15.341566861459324
1989,E. Holm RWB RB RM,23,66,61,60,1,315,69,391,70,57,15.424948470398375
1990,G. Gaetano CAM CM,23,71,69,71,1,315,75,325,74,71,15.250595083253597
1991,Um Won Sang RM ST RW,24,76,61,68,1,314,68,333,68,72,15.60727002719233
1992,Fran Navarro ST,25,75,54,79,1,318,83,400,77,80,16.860032995687696
1993,A. Pelmard CB,23,71,61,35,1,287,53,321,70,26,15.29711509888849
1994,J. Ngakia RB RWB,22,67,53,28,1,246,24,249,66,26,15.03928598958639
1995,O. Deman LM RM LWB,23,71,69,63,1,324,71,356,72,61,15.123843377614453
1996,Song Min Kyu LM LW ST,23,73,60,69,1,293,71,376,72,70,14.690979295318174
1997,T. Anjorin CAM,21,69,64,65,1,294,70,346,69,65,14.457364444136669
1998,D. Ramaj GK,21,72,79,65,1,125,59,213,15,7,14.946912669455374
1999,F. Flick CDM CM CB,23,63,63,49,1,292,62,329,70,45,14.508657738524219
2000,N. Ngoumou RM,23,71,64,70,1,263,77,336,73,70,15.363073066680286
2001,A. Stiller CM CDM,22,76,76,57,1,318,73,358,78,49,16.213405830762646
2002,H. Moldovan GK,25,74,66,70,1,133,50,217,15,17,14.880221294956703
2003,Guga Rodrigues CM,25,75,75,66,1,338,75,344,77,60,15.520258650202699
2004,Z. Sanusi LB,26,63,55,37,1,283,56,318,62,29,15.60727002719233
2005,F. Greilinger LB LM,22,68,55,47,1,247,46,276,67,53,14.077874822431765
2006,Marcos André ST,26,69,60,72,1,292,77,375,71,71,14.603967918328545
2007,Daniel Bragança CM,24,79,75,65,1,337,66,323,78,65,15.955576721460545
2008,R. Zerrouki CDM CM,25,75,73,65,1,350,76,386,77,58,16.012735135300492
2009,L. Mercan LB LM,22,68,65,62,1,276,80,310,68,54,14.508657738524219
2010,Iker Losada RM LM CAM,21,69,70,71,1,293,72,317,72,70,15.096444403426338
2011,D. Bernard CB RB,22,58,53,40,1,285,48,305,58,40,14.880221294956703
2012,L. Campana ST,23,65,48,70,1,271,70,350,69,73,14.73180128983843
2013,C. Cresswell CB,20,52,49,30,1,238,55,307,62,23,15.009433026436708
2014,S. Turati GK,21,76,68,69,1,107,51,197,20,10,15.60727002719233
2015,R. Königsdörffer RW ST CAM,21,71,60,63,1,271,62,320,69,68,14.946912669455374
2016,J. Cifuentes CM,24,73,68,61,1,321,74,367,73,60,15.363073066680286
2017,N. Nkounkou LWB LM,22,70,65,44,1,281,54,326,70,42,15.424948470398375
2018,J. Marshall-Rutty RB CM LM,19,69,54,50,1,243,55,238,66,49,13.217673557208654
2019,E. Martínez CDM,23,71,63,56,1,337,55,328,73,56,15.520258650202699
2020,R. Villagra CDM CM,22,71,66,48,1,324,68,332,73,38,16.166885815127753
2021,Y. Ndayishimiye CDM CM CB,24,72,68,49,1,331,60,351,75,46,16.166885815127753
2022,K. Chodyna RM RB,24,66,59,55,1,302,64,327,64,55,14.151982794585487
2023,Pacheco CB,22,49,51,22,1,242,32,257,71,18,15.176487111099874
2024,S. Rodríguez CAM LM CF,23,74,68,65,1,282,62,297,73,70,15.363073066680286
2025,M. Núñez CM,23,73,74,65,1,317,74,336,75,59,14.880221294956703
2026,Y. Keitel CDM CM,23,66,63,48,1,309,58,324,71,44,14.77102200299171
2027,Y. Mosquera CB,22,52,42,24,1,243,35,267,60,20,14.73180128983843
2028,J. Gomez CB,21,59,50,35,1,260,58,311,63,28,14.403297222866392
2029,N. Hedl GK,22,73,63,69,1,100,47,199,17,5,14.845129975145433
2030,C. Tzolis LM,21,75,64,70,1,300,68,336,73,73,15.38412647587812
2031,P. Nebel CAM CM,20,75,64,60,1,248,60,305,72,64,14.946912669455374
2032,J. Brooking CB RB,20,42,38,32,1,225,47,260,40,27,13.217673557208654
2033,M. Okoye GK,23,73,65,69,1,102,49,224,18,6,14.508657738524219
2034,J. Juranović RWB LWB,27,74,75,64,1,367,78,357,72,57,16.11809565095832
2035,J. Adamu ST,22,70,52,69,1,270,72,359,66,69,15.096444403426338
2036,R. Edwards CB,20,60,51,35,1,268,56,299,57,28,14.808762330974558
2037,B. Arrey-Mbi CB,20,57,47,29,1,251,38,279,58,25,14.880221294956703
2038,E. Dinkçi RM,21,73,63,71,1,270,68,328,74,74,15.150511624696614
2039,J. Muleka RW ST,23,70,59,70,1,291,72,367,68,70,14.457364444136669
2040,R. Brewster ST,23,71,55,69,1,258,71,337,67,70,14.808762330974558
2041,M. Johnston LW RW,24,75,63,63,1,232,70,305,72,61,14.648419680899378
2042,L. Østigård CB,23,61,50,37,1,266,52,321,61,33,15.687312734865866
2043,H. Wright ST LM,25,67,55,71,1,300,78,379,69,73,14.946912669455374
2044,Wilson Manafá RB LB,28,71,66,58,1,325,66,327,70,56,14.845129975145433
2045,R. Schallenberg CDM CM,24,64,60,49,1,305,53,330,68,48,14.690979295318174
2046,K. Nwakali CDM CM,25,72,69,61,1,315,58,332,73,63,15.009433026436708
2047,P. Struijk CB LB,23,64,59,46,1,313,66,330,70,42,15.250595083253597
2048,D. de Wit CAM CM,25,70,72,76,1,386,79,412,75,77,15.520258650202699
2049,R. Hack LM ST,24,76,68,65,1,263,70,304,73,69,15.250595083253597
2050,P. Mazzocchi RM LM RWB,27,73,72,61,1,333,66,345,75,60,14.978661367769956
2051,M. Cuisance CM CAM,23,75,75,66,1,304,76,343,77,59,15.123843377614453
2052,Y. Akgün RM CAM RW,22,77,64,66,1,279,71,328,73,63,15.096444403426338
2053,S. Kalajdžić ST,25,72,68,75,2,291,74,373,78,82,16.41820024340866
2054,R. Taylor LW LM RM,28,70,70,66,1,300,74,344,69,65,14.28551418721001
2055,D. Man RM LM RW,24,76,67,69,1,302,68,367,75,72,15.60727002719233
2056,M. Gabbia CB,23,57,49,35,1,254,59,325,62,22,15.520258650202699
2057,L. Zidane GK,25,70,66,67,1,106,50,193,22,8,14.508657738524219
2058,O. Alderete CB,26,69,58,58,1,313,69,368,68,54,16.300417207752275
2059,J. Beste LM,24,76,74,72,1,317,77,352,75,74,16.11809565095832
2060,S. Niakaté CB LB,23,64,51,39,1,276,63,344,64,30,16.11809565095832
2061,Ander Guevara CM CDM,25,71,72,63,1,333,52,325,76,69,15.830413578506539
2062,T. Campbell ST LM,23,70,60,68,1,289,69,346,69,68,14.648419680899378
2063,Dai Weijun CM RM,23,72,65,65,1,260,67,334,71,65,13.9108207377686
2064,N. Phillips CB,26,50,49,30,1,257,49,278,51,23,14.603967918328545
2065,M. Cooper GK,23,72,67,69,1,112,50,182,23,8,15.096444403426338
2066,C. Dagba RB RWB,24,73,67,56,1,315,68,308,73,51,14.690979295318174
2067,M. Forss ST RM RW,24,67,54,70,1,303,74,341,69,73,14.73180128983843
2068,R. Massimo RM,22,71,57,60,1,271,62,320,71,64,14.457364444136669
2069,R. Atkinson CB,24,56,48,25,1,251,29,297,57,21,14.77102200299171
2070,Chris Ramos ST LM RM,26,73,64,73,1,270,72,377,75,78,15.687312734865866
2072,R. Faivre RM CM CAM,24,79,76,73,2,356,74,368,79,72,16.489659207390805
2073,J. Ponceau CAM CM,22,76,68,58,1,329,59,299,76,58,15.38412647587812
2074,K. Thorstvedt CM CAM,24,71,69,71,1,331,78,397,74,69,15.009433026436708
2075,A. Appiah LM RM,22,70,53,60,1,234,61,255,67,62,14.077874822431765
2076,P. Jaeckel CB,24,52,55,33,1,280,47,304,61,25,15.123843377614453
2077,A. Cicâldău CAM CM,25,71,72,69,1,354,74,346,72,65,14.508657738524219
2078,J. Ekkelenkamp CAM CM,23,72,71,69,1,333,73,375,73,68,15.068273526459642
2079,André Vidigal LM ST,24,76,63,67,1,282,72,312,74,69,14.978661367769956
2080,César Gelabert CM LM CAM,22,71,70,63,1,306,46,299,72,70,15.424948470398375
2081,F. Caligara CM,23,69,65,59,1,311,68,350,73,54,14.946912669455374
2082,A. Gholizadeh RM CAM CF,27,72,67,66,1,297,70,331,72,68,14.508657738524219
2083,Juan Cruz LM CAM RM,23,75,67,67,1,284,69,261,77,68,15.068273526459642
2084,Y. Adli CM CAM CDM,22,74,75,69,1,345,77,356,76,65,16.06680235657077
2085,A. Bayındır GK,25,79,72,73,1,128,54,225,16,10,15.830413578506539
2086,N. Radonjić CF LW RW,27,75,69,75,1,268,78,354,75,77,15.687312734865866
2087,D. Kyereh CAM ST,27,80,66,71,1,271,71,336,78,75,15.319587954740548
2088,L. Pfeiffer ST,26,61,50,68,1,260,75,372,69,71,14.346138809026444
2089,J. Bijol CB,24,61,65,59,1,314,71,366,65,57,16.166885815127753
2090,L. Majer CM RM CF,25,83,80,73,2,357,76,359,84,71,16.785925023533974
2091,N. Moro CDM CM,25,73,73,71,1,342,83,394,77,66,15.830413578506539
2092,A. Idah ST,22,63,44,67,1,280,73,350,63,67,14.346138809026444
2093,T. Teuma CM CAM,29,78,79,78,1,397,84,390,81,73,16.64872390202049
2094,Luís Maximiano GK,24,81,70,75,1,95,53,216,21,5,16.300417207752275
2095,J. Vásquez CB LB,24,55,57,32,1,278,38,285,57,30,14.914122846632385
2096,J. David CB,23,63,58,37,1,252,50,313,67,29,14.28551418721001
2097,F. Ranocchia CM CDM,22,70,71,59,1,303,76,363,75,45,14.946912669455374
2098,Bruno Costa CM CAM,26,73,72,71,1,342,74,334,74,70,14.914122846632385
2099,C. Gomes CDM CM,22,69,66,57,1,315,68,348,70,52,14.914122846632385
2100,R. Manaj ST,26,71,54,74,1,269,80,365,73,75,14.946912669455374
2101,Nuno da Costa ST,32,72,63,69,1,295,74,360,73,68,14.22097566607244
2102,A. O'Neill CDM CM,24,69,65,61,1,318,67,363,67,59,14.603967918328545
2103,I. Sissoko CM CDM,25,67,70,60,1,340,74,389,75,53,15.520258650202699
2104,K. Amian RB RWB CB,25,67,61,48,1,303,72,351,67,43,14.914122846632385
2105,R. Perraud LB,25,75,73,72,1,367,84,375,74,65,15.761420707019587
2106,L. Kelly CB LB,24,67,63,40,1,307,50,324,71,34,15.424948470398375
2107,Ontiveros LM LW ST,25,71,73,70,1,282,69,286,72,72,14.457364444136669
2108,Toni Lato LB LWB LM,25,71,71,56,1,306,64,312,72,55,15.424948470398375
2109,M. Honsak LM CAM RM,26,70,62,63,1,296,70,349,72,64,14.346138809026444
2110,E. Adams CDM CM,27,63,59,58,1,335,59,353,62,59,13.815510557964274
2111,Isi Palazón RM,28,82,79,79,2,332,75,357,82,82,17.23323724157764
2112,K. Nakamura GK,28,77,77,73,1,96,58,215,18,9,15.687312734865866
2113,D. Doekhi CB,25,65,59,42,1,290,61,341,69,39,16.556350581889475
2114,J. Maddox CM,24,66,61,55,1,288,63,285,64,52,13.17115354157376
2115,R. van Drongelen CB,24,53,56,26,1,270,28,265,58,24,14.603967918328545
2116,K. Jóźwiak RM LM,25,72,60,55,1,255,60,309,68,58,14.403297222866392
2117,S. Ezatolahi CDM CM,26,62,60,58,1,297,68,345,65,54,13.652991628466498
2118,R. Oudin LW LM CM,26,74,72,70,1,282,73,362,75,68,14.77102200299171
2119,R. Kristensen RWB CB,25,69,67,67,1,342,75,379,68,64,15.955576721460545
2120,J. Sánchez RB,25,72,63,50,1,321,67,353,68,44,15.404745763080856
2121,T. Chong RM CM CF,23,71,67,63,1,293,70,325,71,63,14.845129975145433
2122,H. Cuypers ST,26,71,68,77,1,337,80,397,74,79,16.38045991542581
2123,O. Edouard ST,25,78,68,75,1,320,79,377,78,77,16.11809565095832
2124,L. Mühl CB,26,56,54,37,1,242,59,330,63,25,14.346138809026444
2125,Odriozola RB,27,74,69,55,1,329,61,329,74,48,15.761420707019587
2126,R. Sallai RM CF,26,79,71,71,2,328,69,336,80,75,16.25785759333348
2127,R. McCrorie RB CB CDM,25,68,61,53,1,309,57,363,66,52,14.603967918328545
2128,E. Reynoso CAM LM,27,80,78,67,2,358,70,345,80,65,16.733281290048552
2129,J. Ikoné RW RM,25,83,72,67,3,317,73,329,79,64,16.454567887579532
2130,J. Mæhle LB LW RW,26,72,70,57,2,320,65,365,76,50,16.300417207752275
2131,L. Bénes CM CAM,25,75,76,73,1,319,80,351,77,67,15.201804919084164
2132,V. Rosier RB,26,76,67,52,1,322,64,348,75,45,15.89495209964411
2133,G. Hamer CM CDM CAM,26,72,76,70,1,367,76,379,73,67,15.761420707019587
